date,state,fips,cases,deaths,location,mmwr_week,administered,admin_per_100k,recip_administered,administered_dose1_recip,administered_dose1_pop_pct,series_complete_yes,series_complete_pop_pct,additional_doses,additional_doses_vax_pct
2020-11-01,Tennessee,47,257658,3322,TN,,,,,,,,,,
2020-11-01,Texas,48,957789,18582,TX,,,,,,,,,,
2020-11-01,Vermont,50,2196,58,VT,,,,,,,,,,
2020-11-01,Virginia,51,182392,3655,VA,,,,,,,,,,
2020-11-01,Washington,53,113109,2468,WA,,,,,,,,,,
2020-11-01,West Virginia,54,24883,457,WV,,,,,,,,,,
2020-11-01,Wisconsin,55,241423,2110,WI,,,,,,,,,,
2020-11-01,Wyoming,56,13723,87,WY,,,,,,,,,,
2020-11-01,Nebraska,31,71666,661,NE,,,,,,,,,,
2020-11-01,Rhode Island,44,32874,1201,RI,,,,,,,,,,
2020-11-01,Montana,30,33495,378,MT,,,,,,,,,,
2020-11-01,Missouri,29,192141,3091,MO,,,,,,,,,,
2020-11-01,Mississippi,28,120500,3348,MS,,,,,,,,,,
2020-11-01,Alaska,02,16597,78,AK,,,,,,,,,,
2020-11-01,Arizona,04,247484,5981,AZ,,,,,,,,,,
2020-11-01,Arkansas,05,113057,1958,AR,,,,,,,,,,
2020-11-01,California,06,938897,17671,CA,,,,,,,,,,
2020-11-01,Colorado,08,110640,2312,CO,,,,,,,,,,
2020-11-01,Connecticut,09,71207,4616,CT,,,,,,,,,,
2020-11-01,Delaware,10,25126,710,DE,,,,,,,,,,
2020-11-01,District of Columbia,11,17369,646,DC,,,,,,,,,,
2020-11-01,Florida,12,807404,16788,FL,,,,,,,,,,
2020-11-01,Georgia,13,373700,7792,GA,,,,,,,,,,
2020-11-01,Hawaii,15,15287,218,HI,,,,,,,,,,
2020-11-01,Alabama,01,193985,2973,AL,,,,,,,,,,
2020-11-01,Illinois,17,424860,10091,IL,,,,,,,,,,
2020-11-01,Indiana,18,184589,4364,IN,,,,,,,,,,
2020-11-01,Iowa,19,131097,1733,IA,,,,,,,,,,
2020-11-01,Kansas,20,86809,1029,KS,,,,,,,,,,
2020-11-01,Kentucky,21,110600,1554,KY,,,,,,,,,,
2020-11-01,Louisiana,22,187720,5926,LA,,,,,,,,,,
2020-11-01,Maine,23,6715,147,ME,,,,,,,,,,
2020-11-01,Maryland,24,146627,4152,MD,,,,,,,,,,
2020-11-01,Massachusetts,25,159707,10013,MA,,,,,,,,,,
2020-11-01,Michigan,26,197501,7700,MI,,,,,,,,,,
2020-11-01,Minnesota,27,150726,2529,MN,,,,,,,,,,
2020-11-01,Idaho,16,65272,631,ID,,,,,,,,,,
2020-12-01,Ohio,39,430093,6548,OH,,,,,,,,,,
2020-12-01,North Dakota,38,79661,960,ND,,,,,,,,,,
2020-12-01,North Carolina,37,368615,5322,NC,,,,,,,,,,
2020-12-01,New York,36,660041,34222,NY,,,,,,,,,,
2020-12-01,Nebraska,31,130796,1092,NE,,,,,,,,,,
2020-12-01,New Jersey,34,343739,17083,NJ,,,,,,,,,,
2020-12-01,New Hampshire,33,21766,528,NH,,,,,,,,,,
2020-12-01,Nevada,32,155312,2182,NV,,,,,,,,,,
2020-12-01,Oklahoma,40,199482,1758,OK,,,,,,,,,,
2020-12-01,New Mexico,35,99419,1589,NM,,,,,,,,,,
2020-12-01,Oregon,41,76655,938,OR,,,,,,,,,,
2020-12-01,Texas,48,1275295,22204,TX,,,,,,,,,,
2020-12-01,Rhode Island,44,57906,1380,RI,,,,,,,,,,
2020-12-01,South Carolina,45,218912,4404,SC,,,,,,,,,,
2020-12-01,South Dakota,46,80912,948,SD,,,,,,,,,,
2020-12-01,Tennessee,47,371980,4584,TN,,,,,,,,,,
2020-12-01,Utah,49,198260,890,UT,,,,,,,,,,
2020-12-01,Vermont,50,4239,72,VT,,,,,,,,,,
2020-12-01,Virginia,51,240063,4093,VA,,,,,,,,,,
2020-12-01,Washington,53,174969,2927,WA,,,,,,,,,,
2020-12-01,West Virginia,54,48818,758,WV,,,,,,,,,,
2020-12-01,Wisconsin,55,416365,3628,WI,,,,,,,,,,
2020-12-01,Montana,30,63324,700,MT,,,,,,,,,,
2020-12-01,Pennsylvania,42,372688,10614,PA,,,,,,,,,,
2020-12-01,Missouri,29,317903,4130,MO,,,,,,,,,,
2020-12-01,Wyoming,56,33805,230,WY,,,,,,,,,,
2020-12-01,Minnesota,27,322371,3674,MN,,,,,,,,,,
2020-12-01,Alabama,01,252900,3638,AL,,,,,,,,,,
2020-12-01,Alaska,02,32911,116,AK,,,,,,,,,,
2020-12-01,Arizona,04,338254,6692,AZ,,,,,,,,,,
2020-12-01,Arkansas,05,159309,2512,AR,,,,,,,,,,
2020-12-01,California,06,1253905,19327,CA,,,,,,,,,,
2020-12-01,Colorado,08,238779,3136,CO,,,,,,,,,,
2020-12-01,Connecticut,09,118754,5040,CT,,,,,,,,,,
2020-12-01,Delaware,10,36343,777,DE,,,,,,,,,,
2020-12-01,District of Columbia,11,21685,685,DC,,,,,,,,,,
2020-12-01,Florida,12,1008158,18678,FL,,,,,,,,,,
2020-12-01,Georgia,13,458985,9253,GA,,,,,,,,,,
2020-12-01,Mississippi,28,154411,3836,MS,,,,,,,,,,
2020-12-01,Idaho,16,103642,966,ID,,,,,,,,,,
2020-12-01,Illinois,17,740510,13175,IL,,,,,,,,,,
2020-12-01,Indiana,18,347097,5864,IN,,,,,,,,,,
2020-12-01,Iowa,19,233062,2449,IA,,,,,,,,,,
2020-12-01,Kansas,20,160718,1560,KS,,,,,,,,,,
2020-12-01,Kentucky,21,187285,2097,KY,,,,,,,,,,
2020-12-01,Louisiana,22,237740,6455,LA,,,,,,,,,,
2020-12-01,Maine,23,11976,214,ME,,,,,,,,,,
2020-12-01,Maryland,24,201479,4673,MD,,,,,,,,,,
2020-12-01,Massachusetts,25,229205,10778,MA,,,,,,,,,,
2020-12-01,Michigan,26,394554,9758,MI,,,,,,,,,,
2020-12-01,Hawaii,15,18049,242,HI,,,,,,,,,,
2021-01-01,Oklahoma,40,290936,2489,OK,53.0,52527.0,13.27,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Ohio,39,700380,8962,OH,53.0,119464.0,10.22,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,North Dakota,38,92777,1316,ND,53.0,19266.0,25.28,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,North Carolina,37,543976,6819,NC,53.0,98947.0,9.43,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Nevada,32,227046,3146,NV,53.0,29394.0,9.54,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,New Mexico,35,144142,2504,NM,53.0,36306.0,17.31,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,New Jersey,34,484882,19160,NJ,53.0,92179.0,10.38,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,New Hampshire,33,44028,759,NH,53.0,25564.0,18.8,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Oregon,41,115377,1501,OR,53.0,38703.0,9.18,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,New York,36,996073,37733,NY,53.0,228499.0,11.75,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Pennsylvania,42,652952,16247,PA,53.0,154002.0,12.03,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Utah,49,276612,1273,UT,53.0,31272.0,9.75,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,South Carolina,45,307507,5296,SC,53.0,51196.0,9.94,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,South Dakota,46,99164,1488,SD,53.0,25864.0,29.24,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Tennessee,47,572579,6846,TN,53.0,112336.0,16.45,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Texas,48,1778306,28434,TX,53.0,523266.0,18.05,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Vermont,50,7412,136,VT,53.0,14799.0,23.72,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Virginia,51,354766,5081,VA,53.0,90163.0,10.56,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Washington,53,251585,3523,WA,53.0,73297.0,9.63,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,West Virginia,54,87820,1361,WV,53.0,53143.0,29.65,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Wisconsin,55,522523,5257,WI,53.0,61656.0,10.59,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Wyoming,56,44409,438,WY,53.0,6856.0,11.85,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Nebraska,31,168567,1707,NE,53.0,27487.0,14.21,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Rhode Island,44,87949,1777,RI,53.0,18829.0,17.77,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Montana,30,81701,962,MT,53.0,20894.0,19.55,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Missouri,29,421217,5906,MO,53.0,79047.0,12.88,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Mississippi,28,218386,4816,MS,53.0,19670.0,6.61,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Alaska,02,46740,198,AK,53.0,16504.0,22.56,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Arizona,04,530267,9015,AZ,53.0,52652.0,7.23,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Arkansas,05,229442,3711,AR,53.0,37537.0,12.44,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,California,06,2345811,26236,CA,53.0,374497.0,9.48,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Colorado,08,338357,4936,CO,53.0,94751.0,16.45,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Connecticut,09,185708,5995,CT,53.0,68070.0,19.09,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Delaware,10,58064,930,DE,53.0,11066.0,11.36,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,District of Columbia,11,29252,788,DC,53.0,13167.0,18.66,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Florida,12,1323307,21672,FL,53.0,237809.0,11.07,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Georgia,13,654950,10610,GA,53.0,75157.0,7.08,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Hawaii,15,21736,287,HI,53.0,25040.0,17.69,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Alabama,01,365747,4872,AL,53.0,36188.0,7.38,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Illinois,17,966287,17979,IL,53.0,164473.0,12.98,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Indiana,18,520750,8371,IN,53.0,85751.0,12.74,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Iowa,19,282980,3898,IA,53.0,51112.0,16.2,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Kansas,20,230352,2879,KS,53.0,15779.0,5.42,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Kentucky,21,269470,2956,KY,53.0,56498.0,12.65,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Louisiana,22,315275,7488,LA,53.0,46687.0,10.04,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Maine,23,24201,347,ME,53.0,27105.0,20.16,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Maryland,24,280387,5942,MD,53.0,57628.0,9.53,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Massachusetts,25,375178,12423,MA,53.0,88076.0,12.78,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Michigan,26,526845,13011,MI,53.0,83548.0,8.37,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Minnesota,27,415361,5382,MN,53.0,74225.0,13.16,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-01,Idaho,16,141388,1438,ID,53.0,15798.0,8.84,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Ohio,39,899079,11233,OH,5.0,1004624.0,85.95,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,North Dakota,38,97708,1447,ND,5.0,99481.0,130.54,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,North Carolina,37,763358,9397,NC,5.0,975743.0,93.03,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,New York,36,1429096,43354,NY,5.0,1927665.0,99.09,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Nebraska,31,192112,2031,NE,5.0,180917.0,93.53,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,New Jersey,34,700346,21513,NJ,5.0,810293.0,91.23,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,New Hampshire,33,66058,1059,NH,5.0,130515.0,95.99,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Nevada,32,279228,4281,NV,5.0,248754.0,80.76,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Oklahoma,40,390868,3564,OK,5.0,443581.0,112.1,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,New Mexico,35,174550,3297,NM,5.0,275224.0,131.26,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Oregon,41,143373,1980,OR,5.0,423627.0,100.44,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Texas,48,2412150,37405,TX,5.0,2496232.0,86.09,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Rhode Island,44,115956,2173,RI,5.0,94240.0,88.96,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,South Carolina,45,445916,7283,SC,5.0,462751.0,89.88,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,South Dakota,46,108315,1778,SD,5.0,107685.0,121.72,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Tennessee,47,715439,9660,TN,5.0,627911.0,91.95,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Utah,49,347210,1669,UT,5.0,323030.0,100.76,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Vermont,50,12083,175,VT,5.0,72428.0,116.07,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Virginia,51,507640,6474,VA,5.0,870820.0,102.02,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Washington,53,317703,4404,WA,5.0,720603.0,94.63,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,West Virginia,54,121425,2028,WV,5.0,260325.0,145.26,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Wisconsin,55,592921,6439,WI,5.0,513385.0,88.17,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Montana,30,94146,1235,MT,5.0,106145.0,99.31,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Pennsylvania,42,851911,21741,PA,5.0,1134185.0,88.59,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Wyoming,56,52057,596,WY,5.0,58721.0,101.46,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Missouri,29,501226,7182,MO,5.0,462202.0,75.31,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Minnesota,27,462596,6270,MN,5.0,546330.0,96.87,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Mississippi,28,275706,6056,MS,5.0,238859.0,80.26,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Alabama,01,460860,7688,AL,5.0,358280.0,73.07,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Alaska,02,54091,253,AK,5.0,122020.0,166.8,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Arizona,04,762458,13124,AZ,5.0,620608.0,85.26,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Arkansas,05,296494,4895,AR,5.0,311230.0,103.13,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,California,06,3341656,41284,CA,5.0,3453284.0,87.4,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Colorado,08,399384,5737,CO,5.0,589787.0,102.42,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Delaware,10,78495,1101,DE,5.0,102697.0,105.46,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,District of Columbia,11,37008,916,DC,5.0,82519.0,116.92,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Florida,12,1727099,26684,FL,5.0,2005378.0,93.37,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Georgia,13,888462,13821,GA,5.0,930517.0,87.64,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Connecticut,09,253954,7119,CT,5.0,449253.0,126.01,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Idaho,16,163291,1737,ID,5.0,124377.0,69.6,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Hawaii,15,25870,407,HI,5.0,135836.0,95.94,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Massachusetts,25,526423,14607,MA,5.0,608947.0,88.35,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Maryland,24,355812,7154,MD,5.0,528301.0,87.38,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Maine,23,39543,595,ME,5.0,145786.0,108.45,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Louisiana,22,401591,8912,LA,5.0,463179.0,99.63,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Michigan,26,610524,15527,MI,5.0,1005544.0,100.69,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Kansas,20,279587,3809,KS,5.0,226895.0,77.88,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Iowa,19,320187,4906,IA,5.0,257468.0,81.6,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Indiana,18,631502,9989,IN,5.0,607185.0,90.19,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Illinois,17,1131212,21273,IL,5.0,1054814.0,83.24,0.0,0.0,0.0,0.0,0.0,,0.0
2021-02-01,Kentucky,21,368623,3995,KY,5.0,415545.0,93.01,0.0,0.0,0.0,0.0,0.0,,0.0
2021-03-01,Ohio,39,968874,17348,OH,9.0,2660844.0,227.63,2651938.0,1723002.0,0.147,0.0,0.0,,0.0
2021-03-01,North Dakota,38,99882,1475,ND,9.0,238585.0,313.08,230945.0,149458.0,0.196,0.0,0.0,,0.0
2021-03-01,North Carolina,37,862880,11286,NC,9.0,2525579.0,240.8,2494510.0,1615012.0,0.154,0.0,0.0,,0.0
2021-03-01,New York,36,1650560,47247,NY,9.0,4355544.0,223.89,4330929.0,2777745.0,0.14300000000000002,0.0,0.0,,0.0
2021-03-01,Nebraska,31,201556,2205,NE,9.0,476315.0,246.23,473729.0,311102.0,0.161,0.0,0.0,,0.0
2021-03-01,New Jersey,34,792496,23273,NJ,9.0,2096498.0,236.03,2191409.0,1448799.0,0.163,0.0,0.0,,0.0
2021-03-01,New Hampshire,33,75588,1170,NH,9.0,324806.0,238.88,337105.0,236501.0,0.174,0.0,0.0,,0.0
2021-03-01,Nevada,32,294047,4957,NV,9.0,715121.0,232.17,707912.0,458492.0,0.149,0.0,0.0,,0.0
2021-03-01,Oklahoma,40,424888,4478,OK,9.0,1119049.0,282.8,1112192.0,704200.0,0.17800000000000002,0.0,0.0,,0.0
2021-03-01,New Mexico,35,185297,3731,NM,9.0,711612.0,339.38,726722.0,470185.0,0.22399999999999998,0.0,0.0,,0.0
2021-03-01,Oregon,41,155873,2222,OR,9.0,1024055.0,242.8,1019924.0,650472.0,0.154,0.0,0.0,,0.0
2021-03-01,Texas,48,2658389,44078,TX,9.0,5572496.0,192.18,5342250.0,3533100.0,0.122,0.0,0.0,,0.0
2021-03-01,Rhode Island,44,126588,2517,RI,9.0,269512.0,254.41,270190.0,192198.0,0.18100000000000002,0.0,0.0,,0.0
2021-03-01,South Carolina,45,517976,8562,SC,9.0,1116811.0,216.91,1135714.0,755284.0,0.147,0.0,0.0,,0.0
2021-03-01,South Dakota,46,112470,1888,SD,9.0,282075.0,318.85,282025.0,186324.0,0.21100000000000002,0.0,0.0,,0.0
2021-03-01,Tennessee,47,761891,11327,TN,9.0,1394659.0,204.22,1378254.0,903477.0,0.132,0.0,0.0,,0.0
2021-03-01,Utah,49,371548,1940,UT,9.0,688506.0,214.76,687888.0,391925.0,0.122,0.0,0.0,,0.0
2021-03-01,Vermont,50,15284,205,VT,9.0,168050.0,269.32,164453.0,107238.0,0.172,0.0,0.0,,0.0
2021-03-01,Virginia,51,577174,8783,VA,9.0,2136926.0,250.36,2153385.0,1379963.0,0.162,0.0,0.0,,0.0
2021-03-01,Washington,53,343723,5038,WA,9.0,1800030.0,236.38,1806516.0,1166618.0,0.153,0.0,0.0,,0.0
2021-03-01,West Virginia,54,132048,2300,WV,9.0,534053.0,298.0,524652.0,318168.0,0.17800000000000002,0.0,0.0,,0.0
2021-03-01,Wisconsin,55,617700,7019,WI,9.0,1500923.0,257.78,1505084.0,971107.0,0.16699999999999998,0.0,0.0,,0.0
2021-03-01,Montana,30,100115,1358,MT,9.0,284679.0,266.36,285793.0,191091.0,0.179,0.0,0.0,,0.0
2021-03-01,Pennsylvania,42,938308,24065,PA,9.0,2835338.0,221.48,2837470.0,1956197.0,0.153,0.0,0.0,,0.0
2021-03-01,Missouri,29,525206,8385,MO,9.0,1375027.0,224.04,1324709.0,865315.0,0.141,0.0,0.0,,0.0
2021-03-01,Wyoming,56,54471,671,WY,9.0,156741.0,270.82,154969.0,99880.0,0.17300000000000001,0.0,0.0,,0.0
2021-03-01,Minnesota,27,485298,6554,MN,9.0,1429631.0,253.5,1438860.0,963223.0,0.171,0.0,0.0,,0.0
2021-03-01,Alabama,01,493769,9931,AL,9.0,948393.0,193.42,971485.0,653309.0,0.133,0.0,0.0,,0.0
2021-03-01,Alaska,02,58229,289,AK,9.0,268406.0,366.9,268637.0,168069.0,0.23,0.0,0.0,,0.0
2021-03-01,Arizona,04,818268,15979,AZ,9.0,1849259.0,254.06,1808630.0,1244879.0,0.171,0.0,0.0,,0.0
2021-03-01,Arkansas,05,322509,5250,AR,9.0,661572.0,219.22,663178.0,425567.0,0.141,0.0,0.0,,0.0
2021-03-01,California,06,3573775,52487,CA,9.0,9106077.0,230.46,9091366.0,6294258.0,0.159,0.0,0.0,,0.0
2021-03-01,Colorado,08,432186,6046,CO,9.0,1412910.0,245.35,1412808.0,924947.0,0.161,0.0,0.0,,0.0
2021-03-01,Connecticut,09,282626,7651,CT,9.0,1031305.0,289.26,1029406.0,712375.0,0.2,0.0,0.0,,0.0
2021-03-01,Delaware,10,87080,1422,DE,9.0,225374.0,231.45,220293.0,145722.0,0.15,0.0,0.0,,0.0
2021-03-01,District of Columbia,11,40684,1019,DC,9.0,198047.0,280.62,126332.0,84724.0,0.12,0.0,0.0,,0.0
2021-03-01,Florida,12,1910913,30998,FL,9.0,5047960.0,235.03,4962701.0,3166839.0,0.147,0.0,0.0,,0.0
2021-03-01,Georgia,13,983879,16834,GA,9.0,2072628.0,195.21,2045972.0,1260430.0,0.11900000000000001,0.0,0.0,,0.0
2021-03-01,Mississippi,28,294994,6681,MS,9.0,637116.0,214.07,643620.0,422306.0,0.142,0.0,0.0,,0.0
2021-03-01,Idaho,16,171618,1869,ID,9.0,404250.0,226.21,408870.0,263438.0,0.147,0.0,0.0,,0.0
2021-03-01,Illinois,17,1191207,22759,IL,9.0,2906555.0,229.37,2936886.0,2045444.0,0.161,0.0,0.0,,0.0
2021-03-01,Indiana,18,665422,12595,IN,9.0,1615149.0,239.91,1615237.0,1016048.0,0.151,0.0,0.0,,0.0
2021-03-01,Iowa,19,336890,5472,IA,9.0,734845.0,232.91,741520.0,546840.0,0.17300000000000001,0.0,0.0,,0.0
2021-03-01,Kansas,20,297436,4743,KS,9.0,620939.0,213.14,656971.0,439896.0,0.151,0.0,0.0,,0.0
2021-03-01,Kentucky,21,408854,4802,KY,9.0,1046835.0,234.31,1075995.0,713307.0,0.16,0.0,0.0,,0.0
2021-03-01,Louisiana,22,430504,9628,LA,9.0,1076576.0,231.58,1060951.0,678364.0,0.146,0.0,0.0,,0.0
2021-03-01,Maine,23,44762,703,ME,9.0,334009.0,248.48,339864.0,228686.0,0.17,0.0,0.0,,0.0
2021-03-01,Maryland,24,382884,7879,MD,9.0,1364145.0,225.64,1413319.0,906877.0,0.15,0.0,0.0,,0.0
2021-03-01,Massachusetts,25,582543,16144,MA,9.0,1803528.0,261.67,1788262.0,1260542.0,0.183,0.0,0.0,,0.0
2021-03-01,Michigan,26,646502,16509,MI,9.0,2357259.0,236.04,2396728.0,1514180.0,0.152,0.0,0.0,,0.0
2021-03-01,Hawaii,15,27499,436,HI,9.0,389644.0,275.2,392208.0,250646.0,0.177,0.0,0.0,,0.0
2021-04-01,Ohio,39,1020041,18609,OH,13.0,5400664.0,462.03,5357453.0,3464729.0,0.29600000000000004,2011920.0,0.172,,0.0
2021-04-01,North Dakota,38,103331,1498,ND,13.0,419484.0,550.46,402549.0,250258.0,0.32799999999999996,157052.0,0.20600000000000002,,0.0
2021-04-01,North Carolina,37,917474,12160,NC,13.0,4781372.0,455.89,4730477.0,3074120.0,0.293,1768023.0,0.16899999999999998,,0.0
2021-04-01,New York,36,1880768,49872,NY,13.0,9393484.0,482.87,9351136.0,6110874.0,0.314,3362056.0,0.17300000000000001,,0.0
2021-04-01,Nebraska,31,210155,2282,NE,13.0,966534.0,499.65,966838.0,611612.0,0.316,373119.0,0.193,,0.0
2021-04-01,New Jersey,34,914420,24591,NJ,13.0,4523995.0,509.33,4675401.0,3027313.0,0.341,1730178.0,0.195,,0.0
2021-04-01,New Hampshire,33,84539,1245,NH,13.0,707655.0,520.45,732216.0,500305.0,0.368,247295.0,0.182,,0.0
2021-04-01,Nevada,32,304131,5256,NV,13.0,1374197.0,446.15,1359785.0,870382.0,0.28300000000000003,501868.0,0.163,,0.0
2021-04-01,Oklahoma,40,438777,4953,OK,13.0,1975056.0,499.13,1950886.0,1243871.0,0.314,730894.0,0.185,,0.0
2021-04-01,New Mexico,35,191946,3944,NM,13.0,1281047.0,610.94,1302777.0,811808.0,0.387,503075.0,0.24,,0.0
2021-04-01,Oregon,41,165524,2398,OR,13.0,1893672.0,448.98,1898751.0,1211160.0,0.287,720833.0,0.171,,0.0
2021-04-01,Texas,48,2793685,48651,TX,13.0,11950969.0,412.16,11526684.0,7648787.0,0.264,4153575.0,0.14300000000000002,,0.0
2021-04-01,Rhode Island,44,137848,2624,RI,13.0,566515.0,534.77,565872.0,351275.0,0.332,227282.0,0.215,,0.0
2021-04-01,South Carolina,45,552681,9174,SC,13.0,2191473.0,425.64,2201503.0,1427425.0,0.27699999999999997,792963.0,0.154,,0.0
2021-04-01,South Dakota,46,117989,1938,SD,13.0,505081.0,570.93,506580.0,312907.0,0.354,202298.0,0.22899999999999998,,0.0
2021-04-01,Tennessee,47,799226,11809,TN,13.0,2725411.0,399.08,2685682.0,1751164.0,0.256,972815.0,0.142,,0.0
2021-04-01,Utah,49,386188,2125,UT,13.0,1380946.0,430.74,1374762.0,849691.0,0.265,379843.0,0.11800000000000001,,0.0
2021-04-01,Vermont,50,19523,227,VT,13.0,333676.0,534.75,326847.0,212105.0,0.34,119943.0,0.192,,0.0
2021-04-01,Virginia,51,620801,10268,VA,13.0,4140842.0,485.13,4173343.0,2725247.0,0.319,1490091.0,0.175,,0.0
